county_code,county_name,city,postal_code,crime_risk,hail_risk,flood_risk,wind_risk,fire_risk,dist_fire_station_km,dist_hydrant_km,dist_police_km,dist_coast_km,dist_danube_km
SV,Suceava,Radauti,934236,0.32,0.442,0.388,0.453,0.363,0.11,3.75,7.42,348.27,123.13
IS,Iasi,Pascani,190730,0.576,0.334,0.326,0.325,0.352,0.28,0.1,2.0,527.6,156.64
PH,Prahova,Ploiesti,462351,0.448,0.403,0.263,0.39,0.423,0.9,0.25,0.1,119.49,237.92
CT,Constanta,Mangalia,390104,0.341,0.257,0.581,0.544,0.302,0.17,3.0,9.15,10.51,20.72
SM,Satu Mare,Carei,603317,0.34,0.344,0.373,0.434,0.396,0.38,3.57,18.0,83.49,136.63
SV,Suceava,Suceava,813717,0.38,0.47,0.346,0.494,0.409,0.21,4.79,2.62,509.89,366.35
BZB,Bucuresti,Sector 2,607866,0.663,0.345,0.248,0.357,0.371,0.1,0.37,1.67,385.9,30.92
VL,Valcea,Dragasani,649021,0.342,0.465,0.399,0.377,0.363,0.26,3.3,7.05,453.45,239.83
IS,Iasi,Iasi,828942,0.58,0.35,0.37,0.398,0.43,0.62,0.38,0.35,362.54,313.19
IS,Iasi,Pascani,881414,0.486,0.362,0.326,0.367,0.331,0.2,0.35,0.74,326.21,90.82
SJ,Salaj,Zalau,407273,0.408,0.413,0.334,0.359,0.353,0.59,3.2,1.47,329.64,399.13
BN,Bistrita-Nasaud,Nasaud,352335,0.166,0.333,0.178,0.214,0.226,0.85,0.62,0.28,449.76,216.46
BZB,Bucuresti,Sector 2,608959,0.611,0.371,0.246,0.388,0.348,0.25,0.54,0.38,247.61,173.2
TM,Timis,Sannicolau Mare,663765,0.487,0.429,0.24,0.432,0.381,0.79,0.79,1.32,485.27,138.26
TM,Timis,Lugoj,610507,0.498,0.437,0.241,0.345,0.402,0.23,0.65,1.62,340.63,111.42
BZB,Bucuresti,Sector 6,421196,0.575,0.29,0.208,0.318,0.321,0.11,0.11,3.22,270.06,89.1
CT,Constanta,Mangalia,462484,0.456,0.259,0.583,0.591,0.385,0.47,2.52,5.41,4.09,24.16
MS,Mures,Reghin,336692,0.341,0.513,0.261,0.439,0.366,0.22,2.38,11.48,106.94,309.67
DB,Dambovita,Gaesti,919665,0.387,0.37,0.415,0.352,0.342,0.13,5.35,9.63,537.32,51.2
CS,Caras-Severin,Resita,405692,0.168,0.335,0.184,0.207,0.22,0.11,2.75,18.0,234.05,157.96
TM,Timis,Timisoara,155523,0.585,0.379,0.281,0.373,0.303,0.1,0.31,2.94,260.97,382.35
NT,Neamt,Roman,313942,0.362,0.431,0.386,0.395,0.43,0.4,1.3,4.41,539.34,120.3
MM,Maramures,Sighetu Marmatiei,833828,0.343,0.478,0.314,0.403,0.447,0.16,6.78,18.0,523.13,337.98
SB,Sibiu,Sibiu,708691,0.354,0.622,0.323,0.443,0.427,0.49,7.5,1.4,449.0,310.06
BZB,Bucuresti,Sector 6,298106,0.757,0.332,0.23,0.315,0.4,0.12,0.61,1.94,525.38,218.98
BH,Bihor,Oradea,872113,0.426,0.37,0.362,0.377,0.319,0.23,0.39,2.02,216.06,132.91
BZB,Bucuresti,Sector 1,822895,0.607,0.373,0.213,0.307,0.324,0.21,0.53,1.75,568.73,385.67
PH,Prahova,Ploiesti,828157,0.548,0.435,0.299,0.371,0.328,0.93,0.14,0.59,352.9,373.31
BZB,Bucuresti,Sector 5,108398,0.6,0.31,0.238,0.321,0.332,0.12,0.77,0.93,295.95,131.19
AB,Alba,Alba Iulia,507630,0.296,0.519,0.294,0.364,0.381,0.34,5.23,14.72,373.32,52.79
GJ,Gorj,Motru,669593,0.372,0.416,0.35,0.37,0.413,0.24,1.87,18.0,220.79,151.3
BZB,Bucuresti,Sector 5,356961,0.7,0.323,0.233,0.341,0.347,0.19,1.19,0.68,434.93,267.81
PH,Prahova,Ploiesti,564023,0.516,0.455,0.301,0.374,0.398,0.21,0.86,1.79,394.01,111.36
TM,Timis,Timisoara,898729,0.515,0.425,0.24,0.396,0.3,0.08,0.22,1.63,402.46,202.81
DJ,Dolj,Bailesti,286143,0.387,0.309,0.332,0.431,0.341,0.66,1.78,18.0,450.7,201.54
BZB,Bucuresti,Sector 1,560928,0.582,0.372,0.249,0.395,0.324,0.32,0.42,2.3,241.75,178.02
BT,Botosani,Botosani,194307,0.363,0.402,0.41,0.425,0.404,1.04,1.35,8.26,345.88,205.58
VS,Vaslui,Barlad,448404,0.411,0.363,0.353,0.377,0.38,0.22,0.81,3.08,359.04,336.6
BV,Brasov,Fagaras,645701,0.337,0.606,0.359,0.476,0.387,0.15,7.5,2.95,179.26,255.07
BR,Braila,Braila,547381,0.446,0.32,0.417,0.445,0.329,0.36,0.71,1.79,388.54,24.74
BZB,Bucuresti,Sector 5,195402,0.654,0.307,0.2,0.37,0.326,0.49,0.15,0.84,154.54,382.92
BV,Brasov,Sacele,569697,0.273,0.524,0.319,0.412,0.401,0.12,1.94,3.27,201.8,167.67
BC,Bacau,Onesti,298117,0.446,0.459,0.46,0.458,0.391,0.1,5.1,5.61,315.66,155.68
BR,Braila,Braila,610102,0.426,0.335,0.525,0.369,0.354,0.38,2.31,3.57,169.63,23.31
AG,Arges,Pitesti,391812,0.408,0.406,0.347,0.37,0.329,0.32,1.32,13.12,572.38,271.23
PH,Prahova,Sinaia,290031,0.497,0.449,0.301,0.335,0.391,0.07,0.58,2.68,507.21,193.68
SV,Suceava,Falticeni,407672,0.327,0.564,0.365,0.402,0.384,0.31,6.46,2.89,521.82,138.42
BZB,Bucuresti,Sector 2,504145,0.654,0.354,0.257,0.371,0.314,0.07,0.59,3.48,174.13,175.36
OT,Olt,Caracal,491855,0.415,0.316,0.322,0.364,0.366,0.1,1.54,10.26,241.02,229.85
BZB,Bucuresti,Sector 4,771102,0.683,0.336,0.196,0.316,0.308,0.59,0.15,2.18,403.33,284.1
BZB,Bucuresti,Sector 5,707800,0.633,0.34,0.229,0.33,0.393,0.22,1.51,1.07,510.43,315.2
IS,Iasi,Iasi,569274,0.594,0.349,0.334,0.416,0.355,0.2,0.79,1.35,159.33,221.95
IL,Ialomita,Slobozia,227337,0.463,0.393,0.401,0.389,0.342,0.17,2.53,1.19,493.77,174.48
IF,Ilfov,Otopeni,188928,0.409,0.338,0.347,0.347,0.301,0.38,4.05,4.78,326.47,244.92
AB,Alba,Sebes,674405,0.365,0.479,0.32,0.388,0.428,0.61,2.72,0.22,290.16,228.5
HD,Hunedoara,Deva,215725,0.37,0.584,0.373,0.399,0.462,0.2,5.91,4.86,146.24,288.79
IS,Iasi,Pascani,952972,0.619,0.41,0.286,0.334,0.327,0.05,0.1,2.07,349.95,73.47
VN,Vrancea,Focsani,183818,0.384,0.33,0.342,0.409,0.375,0.25,3.0,11.28,185.29,288.73
DB,Dambovita,Gaesti,404227,0.394,0.354,0.383,0.34,0.395,0.42,3.99,6.44,159.46,110.81
VS,Vaslui,Vaslui,721100,0.438,0.339,0.381,0.348,0.429,0.25,3.5,9.17,531.44,228.69
PH,Prahova,Ploiesti,478913,0.542,0.439,0.298,0.351,0.4,0.74,0.36,1.54,157.91,99.1
IF,Ilfov,Voluntari,934355,0.524,0.305,0.301,0.371,0.398,3.2,2.35,1.91,346.15,186.48
TM,Timis,Timisoara,731373,0.571,0.431,0.316,0.397,0.382,0.24,0.68,0.11,444.01,32.72
DB,Dambovita,Gaesti,997681,0.414,0.356,0.42,0.336,0.421,0.67,5.75,2.3,500.98,179.1
HR,Harghita,Miercurea Ciuc,268542,0.308,0.606,0.37,0.471,0.479,0.14,2.28,14.47,568.79,262.16
IS,Iasi,Pascani,499377,0.599,0.348,0.356,0.319,0.388,0.45,1.51,3.33,401.64,51.8
BZ,Buzau,Ramnicul Sarat,947418,0.406,0.347,0.402,0.413,0.422,0.54,1.02,18.0,89.48,39.23
IS,Iasi,Iasi,583514,0.601,0.333,0.288,0.383,0.345,0.2,0.59,1.37,175.11,55.29
PH,Prahova,Sinaia,729655,0.433,0.447,0.317,0.397,0.354,0.09,1.34,1.45,467.25,73.71
IL,Ialomita,Slobozia,465530,0.436,0.313,0.367,0.351,0.31,0.07,0.86,18.0,546.07,39.7
IS,Iasi,Pascani,551970,0.52,0.344,0.322,0.413,0.422,0.1,1.48,0.65,349.84,271.76
DB,Dambovita,Targoviste,712369,0.393,0.362,0.404,0.336,0.406,0.44,2.44,16.78,558.0,168.97
VS,Vaslui,Husi,664780,0.382,0.361,0.325,0.402,0.336,0.7,4.04,6.82,238.58,96.72
MS,Mures,Targu Mures,228283,0.321,0.514,0.289,0.362,0.357,0.06,6.75,11.37,379.43,239.92
TM,Timis,Timisoara,238006,0.483,0.376,0.259,0.345,0.331,1.53,0.1,1.09,368.45,37.5
TL,Tulcea,Babadag,712252,0.457,0.262,0.655,0.605,0.333,0.16,0.93,14.02,10.49,24.26
BR,Braila,Braila,234079,0.358,0.315,0.498,0.459,0.322,0.56,2.46,12.94,420.38,13.87
CJ,Cluj,Turda,845646,0.571,0.42,0.286,0.408,0.346,0.55,0.63,0.65,357.48,224.22
VL,Valcea,Ramnicu Valcea,996513,0.34,0.396,0.359,0.348,0.374,0.19,3.65,4.4,319.41,78.34
GL,Galati,Tecuci,470489,0.385,0.404,0.473,0.436,0.377,0.82,0.31,6.16,235.24,19.32
CJ,Cluj,Dej,176297,0.487,0.46,0.304,0.401,0.382,0.33,0.28,1.96,244.9,271.97
IL,Ialomita,Fetesti,552842,0.373,0.367,0.416,0.335,0.336,0.08,1.92,1.29,222.94,392.6
CJ,Cluj,Cluj-Napoca,753136,0.468,0.37,0.29,0.319,0.395,0.12,0.26,0.32,445.94,396.35
CJ,Cluj,Cluj-Napoca,346814,0.547,0.382,0.288,0.404,0.323,0.24,0.99,1.16,269.38,344.01
BZ,Buzau,Buzau,839235,0.349,0.399,0.327,0.395,0.408,0.33,5.48,8.49,554.62,268.19
VN,Vrancea,Adjud,311906,0.425,0.401,0.342,0.343,0.486,0.32,1.35,9.31,559.97,395.04
PH,Prahova,Campina,729929,0.473,0.443,0.275,0.309,0.428,0.13,0.85,0.52,229.12,80.33
IF,Ilfov,Otopeni,501936,0.477,0.32,0.396,0.391,0.392,0.09,0.89,6.14,312.54,150.61
CJ,Cluj,Dej,683660,0.433,0.405,0.291,0.339,0.344,0.17,0.5,0.52,597.3,369.81
CL,Calarasi,Oltenita,379001,0.396,0.386,0.518,0.355,0.311,0.27,7.5,2.92,160.95,17.47
BZB,Bucuresti,Sector 3,509291,0.591,0.333,0.219,0.383,0.333,1.73,0.39,0.62,226.25,274.24
BV,Brasov,Brasov,200228,0.267,0.524,0.389,0.538,0.389,0.32,0.58,10.24,458.87,204.5
CJ,Cluj,Turda,754313,0.553,0.412,0.289,0.364,0.373,0.81,0.7,3.12,274.27,79.54
CT,Constanta,Medgidia,177802,0.391,0.225,0.596,0.653,0.323,0.19,2.05,17.78,18.12,13.16
BV,Brasov,Fagaras,502116,0.304,0.558,0.362,0.414,0.428,0.57,3.19,4.6,556.39,157.01
CJ,Cluj,Dej,918370,0.537,0.448,0.238,0.334,0.391,0.13,1.6,0.74,98.94,193.98
NT,Neamt,Piatra Neamt,881995,0.331,0.455,0.378,0.432,0.423,5.03,1.82,18.0,564.7,215.61
IS,Iasi,Iasi,929766,0.551,0.368,0.303,0.393,0.383,0.06,0.68,1.3,312.22,32.24
BC,Bacau,Onesti,487548,0.394,0.373,0.419,0.377,0.46,1.35,7.5,18.0,469.79,80.63
SM,Satu Mare,Satu Mare,541973,0.342,0.373,0.369,0.378,0.317,0.15,0.85,7.67,188.54,47.04
HD,Hunedoara,Hunedoara,833296,0.347,0.535,0.334,0.417,0.435,0.1,1.34,9.61,88.28,117.46
IS,Iasi,Pascani,586514,0.559,0.399,0.303,0.394,0.398,0.23,0.38,1.74,552.67,249.64
CT,Constanta,Constanta,714060,0.429,0.237,0.686,0.523,0.299,0.07,1.09,4.93,13.44,10.48
CT,Constanta,Mangalia,224109,0.419,0.223,0.677,0.546,0.374,1.24,2.91,14.6,19.28,1.56
CJ,Cluj,Dej,554857,0.558,0.396,0.298,0.393,0.332,0.78,0.1,1.41,207.16,287.48
MH,Mehedinti,Drobeta-Turnu Severin,899971,0.201,0.178,0.275,0.237,0.169,0.06,7.5,9.67,519.64,3.62
SM,Satu Mare,Satu Mare,570902,0.387,0.46,0.298,0.374,0.344,0.69,1.17,6.55,492.05,214.57
CT,Constanta,Constanta,561299,0.362,0.278,0.664,0.613,0.39,0.66,0.3,12.91,28.29,8.78
TM,Timis,Timisoara,692237,0.564,0.42,0.31,0.389,0.338,0.12,0.49,0.8,332.18,295.17
CT,Constanta,Constanta,681395,0.431,0.26,0.679,0.555,0.364,0.18,7.5,11.48,2.55,15.29
BZB,Bucuresti,Sector 1,691553,0.681,0.354,0.231,0.38,0.366,0.4,0.14,0.43,203.08,347.71
CJ,Cluj,Dej,613819,0.479,0.452,0.247,0.337,0.373,0.09,0.48,2.19,403.04,261.86
BC,Bacau,Bacau,561560,0.425,0.445,0.41,0.389,0.396,1.47,1.71,0.91,163.52,143.66
CV,Covasna,Sfantu Gheorghe,408387,0.312,0.544,0.394,0.396,0.383,0.35,0.58,2.19,325.0,160.68
NT,Neamt,Roman,688354,0.343,0.524,0.405,0.405,0.367,0.35,3.57,5.94,356.52,105.62
SB,Sibiu,Sibiu,963034,0.295,0.516,0.326,0.423,0.438,0.2,2.99,18.0,247.5,249.04
AR,Arad,Ineu,312820,0.341,0.442,0.281,0.403,0.362,0.46,3.74,5.03,286.93,120.94
BZB,Bucuresti,Sector 2,903729,0.62,0.357,0.202,0.4,0.321,1.1,1.52,0.85,365.81,252.98
AG,Arges,Campulung,355318,0.36,0.359,0.353,0.335,0.422,0.68,7.5,6.84,258.7,197.52
IS,Iasi,Pascani,922834,0.63,0.344,0.324,0.336,0.358,0.11,0.28,1.41,295.07,320.05
GR,Giurgiu,Giurgiu,745578,0.481,0.328,0.487,0.458,0.334,0.07,1.54,11.31,372.89,8.07
AR,Arad,Lipova,652962,0.439,0.394,0.292,0.375,0.351,0.57,5.77,6.58,140.69,372.76
MS,Mures,Reghin,790030,0.303,0.501,0.311,0.377,0.392,0.15,4.23,0.92,556.68,391.33
CT,Constanta,Medgidia,257666,0.366,0.248,0.695,0.6,0.303,0.08,1.05,1.77,10.25,23.31
CT,Constanta,Constanta,851449,0.448,0.249,0.699,0.56,0.367,0.18,7.31,18.0,10.42,15.15
HD,Hunedoara,Deva,371592,0.373,0.623,0.289,0.414,0.444,0.19,6.1,6.98,104.37,94.52
AG,Arges,Pitesti,272902,0.341,0.401,0.378,0.393,0.362,0.05,0.9,2.39,355.85,361.12
MM,Maramures,Sighetu Marmatiei,647574,0.343,0.488,0.368,0.473,0.485,0.5,7.5,10.05,169.52,92.99
HD,Hunedoara,Hunedoara,253111,0.278,0.476,0.367,0.371,0.371,0.12,3.82,1.41,99.69,138.35
BT,Botosani,Botosani,192133,0.407,0.396,0.33,0.398,0.393,0.18,3.02,14.5,556.03,180.2
GL,Galati,Tecuci,741232,0.441,0.339,0.441,0.417,0.382,0.21,1.39,8.17,419.59,13.23
BZ,Buzau,Ramnicul Sarat,192645,0.439,0.398,0.326,0.348,0.409,0.7,2.95,4.05,180.88,270.8
MH,Mehedinti,Drobeta-Turnu Severin,902997,0.179,0.195,0.288,0.195,0.166,13.78,1.31,1.49,278.58,19.16
MM,Maramures,Sighetu Marmatiei,972530,0.346,0.497,0.374,0.483,0.4,0.12,0.47,8.21,239.71,255.13
CT,Constanta,Medgidia,353756,0.394,0.277,0.657,0.647,0.359,0.24,2.44,18.0,22.05,9.05
AB,Alba,Sebes,441757,0.338,0.632,0.305,0.385,0.397,0.17,5.46,2.18,100.82,369.64
GL,Galati,Galati,411714,0.403,0.328,0.52,0.471,0.323,0.06,1.81,1.78,478.24,18.82
CJ,Cluj,Cluj-Napoca,342396,0.449,0.407,0.298,0.397,0.394,0.18,0.27,2.62,235.02,55.68
SB,Sibiu,Medias,577310,0.349,0.577,0.296,0.478,0.457,0.23,2.15,0.93,269.14,333.06
OT,Olt,Caracal,313403,0.371,0.312,0.42,0.418,0.397,0.51,5.75,7.95,95.71,251.01
PH,Prahova,Campina,281616,0.527,0.371,0.32,0.32,0.412,0.57,0.71,0.27,124.72,100.58
HD,Hunedoara,Deva,207240,0.367,0.56,0.314,0.486,0.42,0.32,5.96,3.7,434.54,104.45
DJ,Dolj,Craiova,780262,0.38,0.356,0.401,0.359,0.315,0.48,3.8,2.49,458.2,203.36
AR,Arad,Arad,787560,0.455,0.358,0.311,0.386,0.349,0.05,4.93,3.12,562.48,252.37
DB,Dambovita,Gaesti,556055,0.393,0.419,0.367,0.401,0.329,0.08,4.46,6.83,505.72,303.34
BZB,Bucuresti,Sector 5,157601,0.629,0.357,0.215,0.354,0.344,0.22,1.76,1.71,172.69,269.0
BZ,Buzau,Buzau,365347,0.348,0.422,0.331,0.331,0.402,1.06,3.45,7.82,408.94,53.28
BZB,Bucuresti,Sector 1,573044,0.616,0.343,0.2,0.32,0.345,0.74,0.5,0.82,154.45,182.48
SV,Suceava,Falticeni,419245,0.346,0.524,0.338,0.41,0.462,0.36,5.45,6.58,343.55,71.7
NT,Neamt,Piatra Neamt,243072,0.417,0.479,0.338,0.437,0.461,0.1,1.46,18.0,590.18,95.14
BZ,Buzau,Ramnicul Sarat,506314,0.357,0.408,0.369,0.347,0.367,0.11,4.93,17.72,517.54,221.96
DB,Dambovita,Gaesti,768840,0.441,0.43,0.352,0.387,0.36,0.8,4.51,18.0,230.82,389.48
NT,Neamt,Piatra Neamt,655675,0.394,0.493,0.351,0.391,0.406,0.14,2.81,3.67,157.62,373.89
DB,Dambovita,Targoviste,882439,0.352,0.361,0.424,0.347,0.393,0.14,2.72,10.63,528.62,150.62
BT,Botosani,Botosani,589645,0.458,0.474,0.414,0.43,0.424,0.21,1.14,2.22,233.2,211.13
NT,Neamt,Piatra Neamt,317869,0.367,0.544,0.385,0.384,0.434,7.92,5.68,9.7,546.59,366.85
IF,Ilfov,Otopeni,644239,0.483,0.304,0.36,0.367,0.372,0.31,5.13,7.11,309.04,339.18
MS,Mures,Targu Mures,933886,0.305,0.491,0.283,0.417,0.414,0.78,5.59,3.78,299.06,96.52
GR,Giurgiu,Giurgiu,109358,0.37,0.309,0.525,0.395,0.372,0.06,0.7,10.14,275.29,15.95
CL,Calarasi,Oltenita,622365,0.35,0.343,0.43,0.446,0.344,0.31,0.98,12.02,495.72,4.2
SV,Suceava,Radauti,476677,0.313,0.504,0.326,0.396,0.441,0.08,3.39,1.87,531.8,163.82
IF,Ilfov,Voluntari,564300,0.533,0.315,0.358,0.404,0.336,0.53,6.48,2.3,87.9,55.84
BZ,Buzau,Ramnicul Sarat,792396,0.447,0.405,0.331,0.379,0.415,0.43,4.18,10.32,107.93,334.76
BH,Bihor,Salonta,156955,0.431,0.404,0.317,0.448,0.386,0.09,7.13,9.97,436.74,68.53
BZ,Buzau,Ramnicul Sarat,843620,0.46,0.352,0.33,0.405,0.326,0.07,2.44,7.43,247.72,365.34
CT,Constanta,Constanta,347959,0.446,0.264,0.699,0.538,0.397,0.21,4.98,6.45,19.57,19.91
BZB,Bucuresti,Sector 3,712054,0.587,0.294,0.256,0.399,0.399,0.06,0.46,1.2,396.93,82.86
IS,Iasi,Iasi,315716,0.476,0.328,0.365,0.403,0.424,0.36,0.81,0.13,468.06,326.49
VS,Vaslui,Husi,318520,0.428,0.344,0.323,0.398,0.381,0.2,5.21,17.17,530.35,120.12
SV,Suceava,Radauti,891302,0.401,0.547,0.363,0.475,0.441,0.27,0.2,7.05,551.78,274.05
GL,Galati,Tecuci,472538,0.438,0.404,0.51,0.426,0.401,0.07,1.66,7.18,118.84,17.3
SB,Sibiu,Sibiu,571263,0.354,0.517,0.296,0.406,0.414,0.52,0.97,18.0,162.38,284.09
CJ,Cluj,Turda,572847,0.544,0.447,0.258,0.356,0.392,0.72,0.3,0.93,183.19,169.49
CV,Covasna,Targu Secuiesc,343661,0.306,0.593,0.391,0.51,0.412,0.06,4.08,1.07,210.66,46.04
TM,Timis,Sannicolau Mare,623265,0.527,0.407,0.255,0.412,0.301,0.09,0.1,2.54,452.08,77.47
BZ,Buzau,Ramnicul Sarat,673396,0.375,0.354,0.336,0.337,0.373,0.09,5.51,11.5,196.22,320.53
BZB,Bucuresti,Sector 3,543249,0.582,0.302,0.202,0.386,0.306,0.58,0.23,0.56,484.12,73.14
TL,Tulcea,Tulcea,576258,0.347,0.275,0.536,0.535,0.381,0.28,2.64,18.0,4.88,24.07
BH,Bihor,Alesd,576109,0.373,0.372,0.334,0.436,0.379,1.99,0.75,6.64,237.22,237.75
BR,Braila,Braila,676466,0.438,0.383,0.529,0.346,0.402,0.17,7.5,3.08,420.92,21.06
SM,Satu Mare,Satu Mare,251158,0.411,0.358,0.356,0.344,0.325,0.33,7.5,11.4,318.14,46.86
GJ,Gorj,Targu Jiu,874098,0.401,0.431,0.327,0.368,0.353,0.07,0.21,15.3,481.85,136.0
NT,Neamt,Piatra Neamt,260961,0.409,0.483,0.324,0.455,0.488,0.25,2.82,3.86,340.45,229.52
TM,Timis,Sannicolau Mare,581206,0.499,0.42,0.264,0.345,0.337,0.16,0.8,0.56,377.42,169.22
MH,Mehedinti,Drobeta-Turnu Severin,955030,0.219,0.194,0.329,0.222,0.155,0.23,4.42,0.83,524.16,19.79
VL,Valcea,Ramnicu Valcea,784061,0.408,0.363,0.389,0.31,0.325,0.1,1.5,17.51,544.51,79.18
VN,Vrancea,Focsani,854772,0.472,0.336,0.332,0.423,0.383,0.13,7.5,5.49,535.86,367.57
CT,Constanta,Medgidia,298091,0.391,0.246,0.532,0.65,0.402,1.38,2.5,18.0,15.56,11.36
IF,Ilfov,Voluntari,864158,0.436,0.3,0.302,0.334,0.357,0.22,4.32,5.54,532.41,210.09
CL,Calarasi,Calarasi,359920,0.356,0.394,0.411,0.342,0.317,0.19,2.31,0.93,525.2,5.61
AR,Arad,Arad,615433,0.35,0.351,0.354,0.399,0.323,0.27,5.84,16.24,395.63,389.81
DJ,Dolj,Craiova,158569,0.43,0.365,0.334,0.381,0.318,0.21,7.5,6.57,392.17,61.39
DJ,Dolj,Craiova,335054,0.483,0.341,0.405,0.362,0.311,0.5,2.93,3.94,257.69,54.54
CT,Constanta,Mangalia,320482,0.341,0.253,0.553,0.562,0.365,0.99,3.43,8.7,13.91,5.54
BV,Brasov,Sacele,186291,0.313,0.62,0.366,0.514,0.427,0.56,0.96,5.85,130.46,196.97
AG,Arges,Pitesti,103551,0.452,0.423,0.382,0.357,0.383,1.7,2.67,6.09,590.11,187.16
GL,Galati,Tecuci,485301,0.416,0.43,0.531,0.407,0.361,0.14,2.18,5.21,183.18,18.47
SB,Sibiu,Sibiu,336285,0.337,0.568,0.358,0.379,0.386,0.11,5.78,3.25,319.17,396.21
IS,Iasi,Iasi,548490,0.56,0.34,0.291,0.395,0.363,0.08,0.32,1.31,278.63,251.51
CJ,Cluj,Cluj-Napoca,239859,0.505,0.45,0.25,0.368,0.369,0.32,0.88,1.24,332.48,145.29
HR,Harghita,Miercurea Ciuc,490373,0.337,0.598,0.383,0.436,0.43,0.09,5.56,18.0,412.84,95.59
AG,Arges,Pitesti,812518,0.36,0.351,0.424,0.427,0.388,0.26,2.13,3.96,554.6,370.32
PH,Prahova,Sinaia,199666,0.497,0.369,0.335,0.312,0.325,0.49,0.69,0.34,99.41,40.39
HD,Hunedoara,Deva,299161,0.334,0.472,0.28,0.454,0.388,0.74,7.5,6.12,125.05,340.29
MM,Maramures,Sighetu Marmatiei,554198,0.371,0.523,0.391,0.453,0.48,1.02,7.5,15.17,415.07,133.18
BZB,Bucuresti,Sector 5,283979,0.675,0.327,0.202,0.373,0.307,0.45,1.54,0.22,519.89,382.25
BV,Brasov,Brasov,722672,0.301,0.606,0.372,0.473,0.464,0.1,2.74,18.0,175.83,343.22
MH,Mehedinti,Drobeta-Turnu Severin,518729,0.194,0.162,0.294,0.256,0.175,0.31,3.02,0.45,451.18,21.95
BZB,Bucuresti,Sector 3,477784,0.752,0.32,0.21,0.364,0.398,0.2,0.74,0.8,305.26,131.23
IS,Iasi,Pascani,222591,0.522,0.425,0.326,0.372,0.358,0.35,0.48,2.96,186.95,234.76
SJ,Salaj,Zalau,675465,0.418,0.389,0.371,0.424,0.351,0.13,2.2,3.53,446.98,352.64
PH,Prahova,Campina,777797,0.451,0.445,0.28,0.311,0.429,0.24,0.45,2.14,392.58,310.82
TM,Timis,Lugoj,239961,0.534,0.438,0.247,0.365,0.298,0.15,1.14,2.71,417.53,108.38
AR,Arad,Ineu,782698,0.392,0.454,0.328,0.359,0.345,0.08,2.95,2.36,428.13,319.66
BC,Bacau,Moinesti,120266,0.398,0.387,0.396,0.356,0.389,0.36,7.5,6.26,524.25,242.76
IS,Iasi,Pascani,919795,0.606,0.41,0.298,0.336,0.396,0.45,0.21,0.55,335.23,131.21
PH,Prahova,Sinaia,772056,0.496,0.427,0.301,0.372,0.344,0.12,0.27,0.44,209.75,302.31
BZB,Bucuresti,Sector 5,879616,0.655,0.335,0.258,0.357,0.31,0.14,0.62,3.59,473.83,202.14
VS,Vaslui,Husi,761432,0.485,0.419,0.347,0.393,0.321,0.69,2.6,15.86,520.9,34.53
HR,Harghita,Miercurea Ciuc,524833,0.289,0.616,0.394,0.45,0.461,0.12,2.31,11.86,386.15,242.88
TM,Timis,Timisoara,233598,0.475,0.43,0.246,0.396,0.374,2.6,1.38,2.06,103.12,111.25
CV,Covasna,Sfantu Gheorghe,999539,0.282,0.515,0.351,0.394,0.419,0.06,7.5,18.0,342.94,304.86
BZB,Bucuresti,Sector 2,322013,0.761,0.327,0.209,0.386,0.301,0.19,0.17,4.22,516.73,59.06
BV,Brasov,Brasov,442885,0.332,0.536,0.389,0.436,0.444,0.31,0.66,12.8,379.14,215.63
NT,Neamt,Roman,908507,0.397,0.505,0.391,0.464,0.416,0.66,6.1,2.31,506.78,252.65
SV,Suceava,Suceava,260243,0.364,0.464,0.312,0.494,0.462,0.1,2.79,15.3,599.75,159.16
CJ,Cluj,Dej,340643,0.439,0.411,0.235,0.332,0.349,0.08,0.94,2.03,136.47,33.74
SB,Sibiu,Sibiu,330954,0.326,0.486,0.372,0.377,0.414,0.13,5.66,5.11,81.49,188.33
AB,Alba,Alba Iulia,918812,0.339,0.564,0.296,0.45,0.448,0.05,3.13,12.33,143.46,289.91
TM,Timis,Timisoara,447429,0.45,0.438,0.251,0.381,0.363,0.11,0.32,0.98,423.54,396.02
PH,Prahova,Campina,572584,0.503,0.385,0.309,0.398,0.407,0.11,0.18,1.28,212.64,294.78
TM,Timis,Sannicolau Mare,529296,0.477,0.441,0.264,0.378,0.351,0.1,0.31,0.67,98.75,199.22
PH,Prahova,Ploiesti,898939,0.514,0.439,0.275,0.335,0.425,0.58,1.04,2.43,544.04,332.72
HD,Hunedoara,Deva,351495,0.31,0.488,0.347,0.432,0.391,0.63,0.49,1.82,166.73,226.68
MS,Mures,Sighisoara,241609,0.314,0.553,0.283,0.416,0.415,0.15,2.93,5.46,297.56,77.84
GJ,Gorj,Targu Jiu,450500,0.331,0.396,0.403,0.358,0.409,0.23,7.5,17.65,87.67,250.83
TM,Timis,Lugoj,398704,0.541,0.383,0.239,0.341,0.307,0.1,0.1,0.14,88.75,130.26
TM,Timis,Lugoj,918978,0.515,0.35,0.3,0.446,0.341,0.23,0.87,0.7,244.97,267.87
TL,Tulcea,Tulcea,528246,0.438,0.242,0.597,0.615,0.346,0.23,2.54,11.87,11.29,18.35
DJ,Dolj,Craiova,445729,0.44,0.304,0.392,0.376,0.345,1.01,2.55,18.0,382.54,263.77
