property_id,policy_id,location_type,sprinkler_grade,building_value,contents_value,year_built,construction,area_sqm,floors,has_alarm,replacement_cost
H-000992,P-000992,,,,,2004.0,concrete,92.0,3.0,True,103093.08
H-000994,P-000994,,,,,1982.0,brick,145.0,1.0,False,97355.21
H-000995,P-000995,,,,,2017.0,concrete,156.0,1.0,True,125244.83
H-000996,P-000996,,,,,2004.0,concrete,190.0,1.0,True,184057.05
H-000999,P-000999,,,,,1971.0,brick,121.0,2.0,False,99209.66
H-001000,P-001000,,,,,2016.0,concrete,46.0,2.0,True,40467.32
H-001003,P-001003,,,,,2007.0,brick,81.0,2.0,False,79723.59
C-001004,P-001004,warehouse,A,2516850.51,2291929.92,,,,,,
C-001006,P-001006,office,C,1404556.92,267610.56,,,,,,
H-001012,P-001012,,,,,2004.0,brick,99.0,1.0,False,97235.11
C-001015,P-001015,office,None,102855.64,1437730.78,,,,,,
H-001021,P-001021,,,,,2020.0,brick,139.0,1.0,True,102570.05
C-001025,P-001025,warehouse,C,2865725.64,171517.02,,,,,,
H-001026,P-001026,,,,,2007.0,concrete,166.0,3.0,False,156081.02
C-001028,P-001028,factory,B,1200095.62,2272093.72,,,,,,
H-001031,P-001031,,,,,1976.0,concrete,129.0,2.0,True,84447.15
C-001032,P-001032,warehouse,None,3772229.98,1607455.72,,,,,,
H-001035,P-001035,,,,,1969.0,brick,83.0,1.0,False,89360.64
C-001037,P-001037,warehouse,B,3347500.84,190798.35,,,,,,
H-001038,P-001038,,,,,1990.0,brick,128.0,1.0,True,118223.15
H-001043,P-001043,,,,,1971.0,concrete,99.0,1.0,False,100641.03
H-001051,P-001051,,,,,1995.0,brick,60.0,2.0,False,36852.42
H-001054,P-001054,,,,,1992.0,concrete,111.0,2.0,True,96676.81
H-001055,P-001055,,,,,1965.0,concrete,160.0,1.0,False,100988.34
H-001056,P-001056,,,,,1980.0,concrete,110.0,1.0,True,102252.79
H-001059,P-001059,,,,,1991.0,concrete,169.0,3.0,True,188587.23
H-001061,P-001061,,,,,2021.0,wood,89.0,2.0,True,89052.85
H-001062,P-001062,,,,,2004.0,concrete,40.0,3.0,True,35966.56
H-001063,P-001063,,,,,1967.0,brick,121.0,1.0,True,118953.9
C-001064,P-001064,retail,A,188044.9,1548426.43,,,,,,
H-001070,P-001070,,,,,1968.0,brick,120.0,2.0,True,94778.71
H-001071,P-001071,,,,,2021.0,brick,126.0,2.0,True,126800.35
C-001073,P-001073,factory,B,884462.12,2207278.1,,,,,,
H-001074,P-001074,,,,,1983.0,brick,80.0,1.0,False,68721.8
H-001077,P-001077,,,,,2004.0,brick,109.0,2.0,True,116668.34
H-001078,P-001078,,,,,2008.0,brick,89.0,1.0,False,66973.29
C-001080,P-001080,warehouse,None,2129571.64,2256867.08,,,,,,
H-001083,P-001083,,,,,2019.0,concrete,162.0,1.0,True,146184.67
H-001089,P-001089,,,,,1979.0,brick,118.0,2.0,True,148082.69
H-001090,P-001090,,,,,1989.0,brick,116.0,2.0,True,74120.25
C-001091,P-001091,factory,B,2119635.11,1647091.47,,,,,,
H-001092,P-001092,,,,,2007.0,concrete,62.0,2.0,False,53170.71
C-001093,P-001093,warehouse,B,3311438.75,2418049.27,,,,,,
H-001095,P-001095,,,,,1976.0,brick,104.0,1.0,False,106126.7
H-001101,P-001101,,,,,1968.0,brick,78.0,1.0,True,82734.9
H-001103,P-001103,,,,,2014.0,brick,100.0,1.0,False,76840.3
H-001105,P-001105,,,,,1977.0,concrete,98.0,1.0,True,99308.43
H-001109,P-001109,,,,,1979.0,brick,63.0,1.0,True,69310.14
H-001110,P-001110,,,,,2021.0,concrete,48.0,2.0,True,39439.07
C-001114,P-001114,factory,A,4910286.23,1670887.55,,,,,,
C-001115,P-001115,office,C,2603630.33,1848659.6,,,,,,
H-001116,P-001116,,,,,2000.0,brick,117.0,3.0,False,98794.34
H-001119,P-001119,,,,,2005.0,concrete,132.0,2.0,False,92276.05
H-001120,P-001120,,,,,1989.0,brick,63.0,2.0,True,69794.27
H-001123,P-001123,,,,,1966.0,brick,81.0,1.0,False,67646.58
H-001126,P-001126,,,,,2011.0,brick,104.0,1.0,True,69523.43
H-001128,P-001128,,,,,1983.0,brick,129.0,3.0,False,140220.86
H-001133,P-001133,,,,,2008.0,concrete,100.0,2.0,True,83740.34
H-001137,P-001137,,,,,2003.0,brick,41.0,2.0,False,34927.84
H-001138,P-001138,,,,,2022.0,concrete,99.0,3.0,False,126880.08
H-001143,P-001143,,,,,2013.0,concrete,103.0,1.0,False,96699.7
H-001144,P-001144,,,,,2002.0,brick,136.0,3.0,True,150681.45
C-001153,P-001153,office,None,401001.21,1813053.92,,,,,,
H-001154,P-001154,,,,,2014.0,concrete,110.0,2.0,True,136570.35
H-001156,P-001156,,,,,2010.0,brick,93.0,2.0,True,78347.73
H-001161,P-001161,,,,,1990.0,wood,70.0,1.0,True,81671.12
H-001163,P-001163,,,,,2019.0,concrete,113.0,1.0,True,129543.44
C-001164,P-001164,office,B,1154624.64,227509.7,,,,,,
H-001172,P-001172,,,,,1965.0,brick,110.0,1.0,True,122046.47
C-001173,P-001173,warehouse,C,3092042.94,1181158.71,,,,,,
C-001177,P-001177,retail,B,338065.74,1974925.17,,,,,,
H-001178,P-001178,,,,,2008.0,brick,92.0,2.0,True,98272.98
H-001180,P-001180,,,,,2007.0,brick,81.0,1.0,True,73080.66
H-001182,P-001182,,,,,1997.0,brick,141.0,2.0,True,127061.58
H-001183,P-001183,,,,,1999.0,brick,210.0,1.0,False,231670.02
H-001188,P-001188,,,,,1984.0,concrete,108.0,1.0,False,90146.3
H-001190,P-001190,,,,,2018.0,brick,132.0,2.0,True,100207.29
H-001191,P-001191,,,,,1970.0,brick,104.0,1.0,False,70633.28
H-001193,P-001193,,,,,1985.0,brick,94.0,1.0,False,65746.48
H-001194,P-001194,,,,,1988.0,concrete,101.0,2.0,False,68755.55
H-001195,P-001195,,,,,1988.0,brick,132.0,1.0,True,84578.67
H-001196,P-001196,,,,,1971.0,brick,125.0,2.0,False,103443.6
C-001197,P-001197,warehouse,A,3712739.9,1860305.81,,,,,,
H-001198,P-001198,,,,,2005.0,concrete,40.0,2.0,False,35244.11
H-001199,P-001199,,,,,1987.0,brick,147.0,1.0,False,139737.64
H-001200,P-001200,,,,,2009.0,brick,125.0,2.0,False,132701.58
H-001202,P-001202,,,,,1994.0,concrete,72.0,1.0,False,48343.93
H-001205,P-001205,,,,,1970.0,brick,135.0,2.0,False,94668.96
C-001206,P-001206,warehouse,C,961537.56,1597930.46,,,,,,
C-001207,P-001207,warehouse,C,2071169.98,2239580.77,,,,,,
H-001210,P-001210,,,,,1984.0,brick,100.0,1.0,True,103879.06
H-001211,P-001211,,,,,1971.0,concrete,44.0,2.0,True,38595.73
H-001214,P-001214,,,,,2010.0,brick,122.0,3.0,False,90443.51
H-001217,P-001217,,,,,2012.0,brick,94.0,2.0,True,102579.09
C-001218,P-001218,office,C,4945939.6,319980.89,,,,,,
C-001219,P-001219,retail,None,3714114.07,1154977.28,,,,,,
C-001221,P-001221,factory,None,451259.21,2228734.18,,,,,,
H-001222,P-001222,,,,,2009.0,brick,69.0,1.0,True,59271.84
H-001223,P-001223,,,,,1975.0,concrete,178.0,1.0,True,181780.02
H-001224,P-001224,,,,,1974.0,concrete,144.0,1.0,True,164272.27
H-001227,P-001227,,,,,2001.0,brick,127.0,2.0,False,87813.42
H-001233,P-001233,,,,,1974.0,brick,93.0,1.0,True,79406.52
H-001235,P-001235,,,,,1985.0,concrete,91.0,1.0,False,58140.73
H-001237,P-001237,,,,,1965.0,concrete,116.0,2.0,True,113461.52
C-001239,P-001239,retail,B,4221961.46,491158.0,,,,,,
C-001241,P-001241,office,B,735445.21,446964.5,,,,,,
H-001243,P-001243,,,,,1985.0,brick,132.0,2.0,False,105414.02
H-001244,P-001244,,,,,1982.0,concrete,124.0,2.0,True,113390.0
C-001245,P-001245,factory,B,3197099.54,1440026.94,,,,,,
C-001248,P-001248,warehouse,B,877688.26,257289.05,,,,,,
H-001249,P-001249,,,,,1990.0,concrete,179.0,1.0,False,161781.85
H-001250,P-001250,,,,,1993.0,concrete,40.0,2.0,False,38929.07
H-001251,P-001251,,,,,1982.0,brick,74.0,1.0,True,66590.54
H-001252,P-001252,,,,,2009.0,concrete,98.0,1.0,True,102087.29
C-001253,P-001253,warehouse,B,4892910.39,709389.43,,,,,,
H-001256,P-001256,,,,,1996.0,brick,40.0,2.0,True,26360.26
H-001257,P-001257,,,,,2011.0,brick,150.0,1.0,True,103815.05
H-001258,P-001258,,,,,2007.0,brick,202.0,1.0,True,230819.85
H-001259,P-001259,,,,,1999.0,brick,109.0,1.0,False,91891.41
H-001260,P-001260,,,,,2011.0,brick,83.0,1.0,False,93875.9
H-001262,P-001262,,,,,1998.0,brick,96.0,2.0,False,92000.76
H-001267,P-001267,,,,,2005.0,concrete,173.0,2.0,False,119369.34
C-001268,P-001268,office,A,4085511.75,1371199.46,,,,,,
H-001271,P-001271,,,,,1995.0,concrete,76.0,1.0,True,60853.74
H-001272,P-001272,,,,,2012.0,concrete,90.0,1.0,False,81605.89
H-001273,P-001273,,,,,1971.0,brick,67.0,2.0,True,67037.55
H-001282,P-001282,,,,,1973.0,brick,215.0,2.0,True,204883.38
H-001291,P-001291,,,,,1997.0,concrete,97.0,2.0,False,97116.73
H-001295,P-001295,,,,,2010.0,concrete,74.0,2.0,False,77363.18
C-001296,P-001296,retail,A,2789712.11,1865842.6,,,,,,
H-001298,P-001298,,,,,2007.0,brick,47.0,2.0,False,47171.76
H-001300,P-001300,,,,,2000.0,concrete,40.0,3.0,False,38056.63
H-001302,P-001302,,,,,2023.0,brick,78.0,1.0,True,52518.55
C-001303,P-001303,factory,C,1925463.04,716372.18,,,,,,
H-001304,P-001304,,,,,1981.0,concrete,67.0,2.0,False,39357.4
H-001306,P-001306,,,,,2014.0,brick,108.0,1.0,True,70050.7
H-001311,P-001311,,,,,2018.0,brick,171.0,2.0,False,208853.94
C-001313,P-001313,office,B,2097042.87,589254.12,,,,,,
H-001315,P-001315,,,,,1988.0,brick,161.0,1.0,False,165309.88
C-001316,P-001316,office,A,1263148.69,434233.84,,,,,,
H-001317,P-001317,,,,,1969.0,brick,100.0,2.0,True,126638.62
H-001319,P-001319,,,,,1970.0,brick,183.0,1.0,False,124710.91
H-001320,P-001320,,,,,1978.0,concrete,104.0,1.0,False,81365.81
H-001323,P-001323,,,,,2022.0,brick,106.0,2.0,False,81823.26
C-001328,P-001328,warehouse,C,4760933.93,1311099.32,,,,,,
H-001331,P-001331,,,,,2021.0,brick,91.0,1.0,False,101222.95
H-001337,P-001337,,,,,2012.0,concrete,190.0,2.0,True,141393.6
H-001339,P-001339,,,,,2021.0,brick,62.0,1.0,True,57133.27
H-001341,P-001341,,,,,2012.0,brick,77.0,1.0,False,75456.12
H-001343,P-001343,,,,,1992.0,brick,97.0,2.0,True,86097.38
H-001344,P-001344,,,,,1984.0,wood,112.0,1.0,False,88970.18
H-001347,P-001347,,,,,1981.0,brick,115.0,2.0,True,121983.87
H-001349,P-001349,,,,,1983.0,brick,111.0,1.0,False,88199.56
H-001356,P-001356,,,,,2014.0,concrete,122.0,1.0,True,117133.27
H-001360,P-001360,,,,,1980.0,wood,74.0,2.0,True,47466.52
C-001361,P-001361,office,B,3378954.68,2046757.49,,,,,,
H-001363,P-001363,,,,,1989.0,brick,85.0,1.0,False,71863.46
H-001367,P-001367,,,,,2010.0,brick,138.0,2.0,False,140927.53
C-001370,P-001370,warehouse,A,714462.12,598260.89,,,,,,
H-001371,P-001371,,,,,2002.0,brick,174.0,1.0,False,135117.03
C-001374,P-001374,office,A,226906.29,987643.05,,,,,,
H-001375,P-001375,,,,,1989.0,concrete,89.0,1.0,True,79481.07
H-001378,P-001378,,,,,1966.0,brick,180.0,1.0,True,105172.52
H-001379,P-001379,,,,,2019.0,brick,103.0,1.0,False,113800.09
C-001388,P-001388,warehouse,B,4710415.85,1011420.33,,,,,,
H-001390,P-001390,,,,,1990.0,concrete,112.0,1.0,True,92203.61
H-001396,P-001396,,,,,1966.0,brick,40.0,1.0,False,36037.51
H-001397,P-001397,,,,,2006.0,concrete,40.0,1.0,True,21718.74
H-001398,P-001398,,,,,1974.0,concrete,104.0,1.0,True,107697.29
H-001401,P-001401,,,,,2007.0,brick,119.0,2.0,True,98016.52
H-001407,P-001407,,,,,1994.0,brick,100.0,3.0,True,104662.75
H-001410,P-001410,,,,,1989.0,brick,105.0,1.0,True,100280.2
H-001411,P-001411,,,,,1969.0,concrete,108.0,2.0,True,62176.86
C-001412,P-001412,retail,B,4923323.85,816363.7,,,,,,
C-001415,P-001415,factory,B,4632018.43,1844340.29,,,,,,
C-001416,P-001416,office,A,2486292.69,708981.22,,,,,,
H-001419,P-001419,,,,,2010.0,brick,112.0,2.0,True,79474.49
H-001426,P-001426,,,,,2019.0,brick,106.0,3.0,True,94592.05
H-001427,P-001427,,,,,1985.0,brick,71.0,2.0,False,60211.03
H-001433,P-001433,,,,,1965.0,concrete,152.0,2.0,True,130676.92
C-001437,P-001437,warehouse,B,1199684.8,690765.14,,,,,,
H-001438,P-001438,,,,,1994.0,brick,95.0,2.0,False,87770.71
H-001442,P-001442,,,,,2001.0,concrete,56.0,1.0,False,51006.52
H-001444,P-001444,,,,,1977.0,brick,104.0,2.0,True,77270.99
C-001445,P-001445,office,B,3964103.99,1581051.77,,,,,,
H-001448,P-001448,,,,,1971.0,concrete,183.0,2.0,False,180382.95
H-001450,P-001450,,,,,1977.0,brick,81.0,1.0,True,58591.84
H-001451,P-001451,,,,,2000.0,brick,134.0,2.0,False,138767.2
H-001452,P-001452,,,,,1995.0,concrete,138.0,2.0,False,101292.76
H-001455,P-001455,,,,,1995.0,brick,91.0,2.0,True,54799.59
H-001456,P-001456,,,,,2010.0,brick,162.0,2.0,True,204753.36
H-001462,P-001462,,,,,1971.0,brick,88.0,1.0,False,77099.19
C-001466,P-001466,factory,C,1766981.14,1513375.25,,,,,,
C-001467,P-001467,office,C,2343109.67,1313069.35,,,,,,
H-001471,P-001471,,,,,1965.0,brick,104.0,2.0,True,114786.1
H-001472,P-001472,,,,,1970.0,concrete,78.0,1.0,True,84246.63
H-001475,P-001475,,,,,2015.0,concrete,89.0,1.0,True,97740.13
H-001478,P-001478,,,,,1999.0,brick,115.0,1.0,True,102964.5
H-001482,P-001482,,,,,1979.0,concrete,161.0,1.0,False,162353.28
H-001483,P-001483,,,,,1977.0,concrete,74.0,1.0,False,72499.78
C-001496,P-001496,retail,A,1110012.72,188546.0,,,,,,
H-001498,P-001498,,,,,1990.0,brick,106.0,3.0,False,115636.73
H-001499,P-001499,,,,,1978.0,concrete,86.0,1.0,False,69417.04
H-001504,P-001504,,,,,2022.0,brick,107.0,2.0,True,108571.81
C-001506,P-001506,retail,A,2945560.53,1901020.84,,,,,,
H-001509,P-001509,,,,,2022.0,brick,116.0,2.0,True,143491.04
H-001510,P-001510,,,,,1983.0,brick,118.0,2.0,False,106791.9
C-001514,P-001514,warehouse,None,2248196.53,227458.99,,,,,,
C-001517,P-001517,office,None,513899.25,965927.54,,,,,,
H-001519,P-001519,,,,,1965.0,brick,75.0,3.0,True,66923.19
H-001523,P-001523,,,,,2022.0,concrete,126.0,1.0,False,104143.02
H-001525,P-001525,,,,,1968.0,brick,66.0,1.0,True,52076.77
H-001527,P-001527,,,,,1988.0,brick,40.0,1.0,False,46226.26
C-001528,P-001528,office,B,4378460.74,105875.85,,,,,,
H-001529,P-001529,,,,,1967.0,concrete,119.0,1.0,True,81779.67
H-001530,P-001530,,,,,1979.0,concrete,48.0,2.0,False,35634.83
H-001531,P-001531,,,,,2006.0,brick,82.0,1.0,True,98996.88
H-001533,P-001533,,,,,1967.0,concrete,144.0,1.0,False,121115.29
H-001535,P-001535,,,,,1966.0,brick,106.0,2.0,False,58792.37
C-001536,P-001536,warehouse,A,1428514.96,475743.68,,,,,,
H-001541,P-001541,,,,,1983.0,concrete,105.0,2.0,True,84924.74
C-001543,P-001543,warehouse,B,4880930.72,981067.8,,,,,,
H-001544,P-001544,,,,,1993.0,concrete,126.0,2.0,False,132356.55
C-001545,P-001545,retail,B,515464.64,1098712.31,,,,,,
H-001551,P-001551,,,,,1993.0,brick,145.0,2.0,True,177053.02
H-001553,P-001553,,,,,2019.0,wood,72.0,1.0,False,64164.79
H-001557,P-001557,,,,,1973.0,concrete,131.0,2.0,True,113574.23
C-001562,P-001562,factory,None,1560771.6,1895688.85,,,,,,
H-001564,P-001564,,,,,2003.0,brick,139.0,1.0,True,82623.28
H-001567,P-001567,,,,,2021.0,brick,49.0,1.0,False,44320.65
H-001572,P-001572,,,,,1979.0,brick,118.0,1.0,True,84369.79
H-001573,P-001573,,,,,1971.0,concrete,121.0,1.0,False,76155.5
H-001575,P-001575,,,,,2018.0,brick,62.0,1.0,False,53599.73
C-001577,P-001577,warehouse,C,1087465.81,390567.38,,,,,,
C-001584,P-001584,factory,C,1064587.44,940756.96,,,,,,
C-001585,P-001585,warehouse,B,4473816.07,436713.42,,,,,,
H-001586,P-001586,,,,,2002.0,brick,104.0,3.0,True,96276.78
C-001592,P-001592,warehouse,B,4846803.04,2186217.35,,,,,,
C-001593,P-001593,retail,None,276188.77,2073379.9,,,,,,
H-001594,P-001594,,,,,2011.0,concrete,132.0,1.0,False,114070.28
H-001595,P-001595,,,,,1973.0,concrete,117.0,1.0,False,90316.87
C-001596,P-001596,warehouse,B,1328391.2,93206.73,,,,,,
H-001597,P-001597,,,,,1998.0,brick,70.0,2.0,True,70116.82
H-001599,P-001599,,,,,1994.0,brick,115.0,2.0,False,74909.42
C-001601,P-001601,warehouse,None,1033001.5,1328639.42,,,,,,
H-001604,P-001604,,,,,2003.0,wood,188.0,1.0,False,213505.36
H-001606,P-001606,,,,,1966.0,brick,67.0,2.0,True,46012.88
C-001607,P-001607,office,C,1937424.17,1380270.56,,,,,,
C-001608,P-001608,warehouse,C,1315183.73,2382778.87,,,,,,
C-001609,P-001609,factory,B,4757957.98,2046432.93,,,,,,
H-001613,P-001613,,,,,1981.0,concrete,168.0,1.0,True,146021.3
C-001615,P-001615,office,None,3711294.58,71269.29,,,,,,
H-001623,P-001623,,,,,1983.0,brick,40.0,2.0,False,26481.12
H-001626,P-001626,,,,,1993.0,brick,162.0,1.0,False,188443.09
H-001627,P-001627,,,,,2003.0,brick,109.0,1.0,False,100957.59
C-001631,P-001631,warehouse,A,4251334.04,1812294.77,,,,,,
C-001632,P-001632,office,None,4376892.46,965682.2,,,,,,
H-001636,P-001636,,,,,2018.0,concrete,47.0,1.0,False,39614.21
H-001637,P-001637,,,,,1975.0,concrete,127.0,1.0,False,112092.95
H-001641,P-001641,,,,,2014.0,brick,97.0,1.0,False,80720.57
H-001643,P-001643,,,,,1999.0,concrete,59.0,2.0,False,45433.31
H-001645,P-001645,,,,,1970.0,brick,101.0,2.0,True,80311.12
H-001647,P-001647,,,,,1966.0,brick,64.0,1.0,False,70917.18
C-001648,P-001648,warehouse,B,1821202.37,2021632.77,,,,,,
C-001650,P-001650,office,B,2169833.23,2137455.72,,,,,,
H-001651,P-001651,,,,,1965.0,brick,94.0,2.0,True,91229.96
H-001654,P-001654,,,,,2020.0,concrete,131.0,2.0,True,95894.27
H-001667,P-001667,,,,,1970.0,brick,65.0,2.0,True,51076.56
H-001670,P-001670,,,,,1970.0,brick,145.0,2.0,False,124972.24
H-001671,P-001671,,,,,1971.0,concrete,104.0,2.0,True,69635.25
H-001675,P-001675,,,,,1999.0,brick,84.0,2.0,False,78103.82
H-001677,P-001677,,,,,2020.0,brick,73.0,2.0,True,77010.82
H-001678,P-001678,,,,,1993.0,concrete,90.0,2.0,False,75064.52
H-001679,P-001679,,,,,2005.0,concrete,153.0,1.0,False,132367.52
C-001681,P-001681,office,A,1120760.29,1905872.05,,,,,,
C-001683,P-001683,retail,B,1494960.32,308718.63,,,,,,
H-001685,P-001685,,,,,1987.0,wood,74.0,2.0,False,61023.48
C-001687,P-001687,factory,A,4196218.4,2136548.54,,,,,,
H-001692,P-001692,,,,,2014.0,brick,61.0,3.0,False,38708.37
H-001693,P-001693,,,,,2005.0,concrete,82.0,1.0,False,65314.1
H-001699,P-001699,,,,,2008.0,brick,159.0,1.0,False,115106.02
C-001700,P-001700,warehouse,B,1987154.08,1769968.17,,,,,,
H-001702,P-001702,,,,,1967.0,brick,65.0,2.0,True,64958.02
C-001709,P-001709,retail,B,3766647.52,311297.15,,,,,,
H-001711,P-001711,,,,,1991.0,concrete,57.0,3.0,True,63933.81
H-001713,P-001713,,,,,1966.0,brick,108.0,1.0,False,106884.59
H-001714,P-001714,,,,,1970.0,brick,147.0,2.0,True,131394.11
C-001715,P-001715,office,A,980791.79,1274269.47,,,,,,
C-001717,P-001717,warehouse,A,1386631.89,1682923.4,,,,,,
H-001719,P-001719,,,,,1995.0,brick,136.0,2.0,False,106714.38
H-001720,P-001720,,,,,2008.0,concrete,153.0,1.0,False,110302.24
H-001721,P-001721,,,,,2020.0,brick,103.0,1.0,True,70865.84
H-001725,P-001725,,,,,2008.0,brick,90.0,2.0,False,49918.73
H-001726,P-001726,,,,,1977.0,brick,139.0,1.0,False,101109.86
H-001727,P-001727,,,,,2022.0,brick,170.0,3.0,False,146434.95
H-001735,P-001735,,,,,1988.0,brick,101.0,1.0,True,93630.34
C-001738,P-001738,warehouse,A,1507975.63,679052.19,,,,,,
H-001739,P-001739,,,,,2023.0,brick,111.0,2.0,False,113915.11
C-001740,P-001740,warehouse,A,4007590.35,1820666.39,,,,,,
C-001743,P-001743,factory,B,3531906.79,905578.79,,,,,,
H-001755,P-001755,,,,,2017.0,concrete,108.0,2.0,False,87697.86
C-001757,P-001757,warehouse,C,2518743.81,841746.54,,,,,,
H-001758,P-001758,,,,,2000.0,brick,164.0,2.0,True,134570.04
H-001761,P-001761,,,,,1998.0,concrete,149.0,2.0,False,99156.84
C-001765,P-001765,warehouse,C,2580240.64,671062.54,,,,,,
H-001769,P-001769,,,,,1969.0,brick,137.0,1.0,True,104925.27
H-001772,P-001772,,,,,1968.0,brick,40.0,1.0,False,37239.15
C-001773,P-001773,warehouse,B,4404047.58,112337.16,,,,,,
H-001775,P-001775,,,,,1995.0,brick,128.0,2.0,True,121142.86
C-001776,P-001776,factory,B,971782.14,933127.4,,,,,,
H-001779,P-001779,,,,,1980.0,concrete,99.0,1.0,True,81569.1
C-001780,P-001780,retail,A,2614791.73,318731.77,,,,,,
H-001782,P-001782,,,,,1971.0,brick,120.0,1.0,True,96046.05
H-001788,P-001788,,,,,1991.0,brick,127.0,1.0,True,112832.52
H-001789,P-001789,,,,,1980.0,concrete,137.0,2.0,True,135450.57
H-001792,P-001792,,,,,2017.0,concrete,112.0,3.0,True,86061.03
H-001793,P-001793,,,,,1983.0,wood,93.0,1.0,True,71611.76
C-001795,P-001795,retail,A,2530213.38,171142.18,,,,,,
H-001800,P-001800,,,,,1997.0,concrete,146.0,2.0,False,147444.05
H-001804,P-001804,,,,,1969.0,brick,129.0,1.0,False,117392.56
H-001807,P-001807,,,,,1976.0,brick,127.0,2.0,True,124041.4
H-001808,P-001808,,,,,2002.0,concrete,113.0,2.0,True,94905.52
H-001810,P-001810,,,,,2022.0,concrete,56.0,1.0,False,45239.54
H-001812,P-001812,,,,,2002.0,concrete,141.0,1.0,True,155412.31
C-001813,P-001813,warehouse,None,2066488.66,1518203.28,,,,,,
H-001817,P-001817,,,,,2000.0,brick,137.0,1.0,True,90493.17
H-001822,P-001822,,,,,1996.0,concrete,99.0,2.0,False,98703.67
C-001823,P-001823,warehouse,None,395740.05,562262.56,,,,,,
H-001825,P-001825,,,,,1980.0,brick,50.0,2.0,False,54845.35
H-001826,P-001826,,,,,1978.0,brick,108.0,1.0,True,85393.06
C-001843,P-001843,retail,None,4227517.77,2173749.23,,,,,,
H-001846,P-001846,,,,,1981.0,brick,111.0,2.0,False,109120.2
C-001851,P-001851,warehouse,C,1081502.73,2486319.34,,,,,,
H-001854,P-001854,,,,,2006.0,brick,80.0,1.0,True,51118.64
C-001856,P-001856,office,A,4946184.28,1651752.64,,,,,,
H-001858,P-001858,,,,,2020.0,concrete,126.0,2.0,False,108538.66
H-001859,P-001859,,,,,2009.0,brick,194.0,2.0,False,128773.13
H-001860,P-001860,,,,,1985.0,concrete,40.0,2.0,True,43401.28
H-001861,P-001861,,,,,1972.0,concrete,121.0,2.0,True,78620.97
H-001866,P-001866,,,,,1967.0,brick,106.0,1.0,True,59722.13
H-001870,P-001870,,,,,2012.0,brick,134.0,1.0,True,142977.84
H-001871,P-001871,,,,,1981.0,brick,80.0,1.0,True,60977.61
H-001872,P-001872,,,,,1989.0,brick,104.0,2.0,False,67271.05
C-001875,P-001875,factory,A,294611.41,2316776.2,,,,,,
H-001877,P-001877,,,,,1993.0,concrete,160.0,1.0,True,158345.79
H-001878,P-001878,,,,,2022.0,concrete,132.0,2.0,False,114316.75
H-001882,P-001882,,,,,2014.0,brick,156.0,1.0,True,128123.63
H-001884,P-001884,,,,,2013.0,concrete,153.0,2.0,True,190614.98
H-001887,P-001887,,,,,2017.0,wood,162.0,2.0,True,131509.68
H-001890,P-001890,,,,,2009.0,brick,61.0,2.0,False,38896.34
H-001893,P-001893,,,,,1976.0,brick,40.0,3.0,True,40448.81
H-001895,P-001895,,,,,1968.0,brick,87.0,3.0,True,74784.9
C-001898,P-001898,office,C,2302132.52,1265025.17,,,,,,
H-001899,P-001899,,,,,1980.0,concrete,115.0,1.0,False,107355.71
H-001904,P-001904,,,,,1997.0,concrete,103.0,1.0,True,126492.84
H-001906,P-001906,,,,,1975.0,brick,94.0,1.0,True,106785.06
H-001907,P-001907,,,,,2004.0,brick,116.0,1.0,False,115128.28
C-001909,P-001909,retail,C,1643119.21,835183.54,,,,,,
H-001910,P-001910,,,,,1989.0,concrete,180.0,1.0,False,140141.18
H-001912,P-001912,,,,,1966.0,brick,52.0,3.0,True,35121.02
H-001913,P-001913,,,,,1976.0,concrete,55.0,2.0,False,56760.96
C-001914,P-001914,warehouse,A,3904275.52,1393891.91,,,,,,
C-001915,P-001915,office,A,963346.79,810649.37,,,,,,
C-001917,P-001917,office,A,1442383.77,1845764.74,,,,,,
C-001921,P-001921,factory,A,3004610.11,1429724.64,,,,,,
H-001922,P-001922,,,,,2003.0,concrete,132.0,1.0,True,134152.21
H-001926,P-001926,,,,,1966.0,brick,87.0,2.0,False,67640.58
H-001927,P-001927,,,,,1971.0,concrete,40.0,3.0,True,35768.12
C-001929,P-001929,office,C,3859730.56,1653587.31,,,,,,
H-001931,P-001931,,,,,2004.0,brick,87.0,3.0,True,84173.07
C-001934,P-001934,warehouse,C,1666127.71,2099062.1,,,,,,
H-001935,P-001935,,,,,1975.0,brick,138.0,2.0,True,100225.24
H-001936,P-001936,,,,,1966.0,brick,48.0,2.0,True,36721.38
